cnt_idx	ref_no	ref_norm	ref_type	sigla_prefix	marks	attach_prev	source_column	line_no	group_no
CNT-IDX-0001825	1	6 59 clemens	OTHER			0	p008-c02	68	1
CNT-IDX-0001826	1	22 01! * clemens	OTHER			0	p008-c02	69	1
CNT-IDX-0001827	1	20 53 * clemens	OTHER			0	p008-c02	70	1
CNT-IDX-0001828	1	20 65 clementi:	OTHER			0	p008-c02	71	1
CNT-IDX-0001829	1	75 01? elementi:	OTHER			0	p008-c02	72	1
CNT-IDX-0001830	1	15 89 ° clementi?	OTHER			0	p008-c02	73	1
CNT-IDX-0001831	1	95 59 134 95 60 5 08 3 81,70 77	OTHER			0	p008-c02	74	1
CNT-IDX-0001831	2	10,5	REF			0	p008-c02	74	2
CNT-IDX-0001832	1	89,1 112 69 23 219	OTHER			0	p008-c03	7	1
CNT-IDX-0001832	2	121. Of: 13 114 14 51 70 106 95 106 97	OTHER			0	p008-c03	7	2
CNT-IDX-0001833	1	106,95	REF			0	p008-c03	20	1
CNT-IDX-0001834	1	106 96 7 91 44	OTHER			0	p008-c03	21	1
CNT-IDX-0001835	1	73,75	REF		°	0	p008-c03	28	1
CNT-IDX-0001836	1	112 45 105 6? 105 6	OTHER			0	p008-c03	29	1
CNT-IDX-0001837	1	25 38 5 30	OTHER			0	p008-c03	36	1
CNT-IDX-0001838	1	25 32 5 31	OTHER			0	p008-c03	40	1
CNT-IDX-0001839	1	34,36	REF			0	p008-c03	43	1
CNT-IDX-0001840	1	25 35 91 6 69 959 6 75 56 80 56 81	OTHER			0	p008-c03	44	1
CNT-IDX-0001841	1	19,91	REF		*	0	p008-c03	56	1
CNT-IDX-0001842	1	94,59	REF			0	p008-c03	57	1
CNT-IDX-0001843	1	66 70 66 11 28 46 38 47	OTHER			0	p008-c03	59	1
CNT-IDX-0001843	2	94,418	REF			0	p008-c03	59	2
CNT-IDX-0001844	1	28,52	REF			0	p008-c03	66	1
CNT-IDX-0001845	1	"28 52"""	OTHER			0	p008-c03	67	1
CNT-IDX-0001846	1	5!	OTHER			0	p008-c03	68	1
CNT-IDX-0001847	1	28,48	REF			0	p008-c03	69	1
CNT-IDX-0001848	1	59 15 28,45 28 50 89 94 9 03 50 85 0 81 3 50. 85 00 84 0 82	OTHER			0	p008-c03	71	1
CNT-IDX-0001849	1	50 89 6 33 89. 50	OTHER			0	p008-c03	90	1
CNT-IDX-0001849	2	82.88	OTHER			0	p008-c03	90	2
CNT-IDX-0001850	1	59,52	REF			0	p008-c03	97	1
CNT-IDX-0001851	1	58 55 ^ 20	OTHER			0	p008-c03	98	1
CNT-IDX-0001852	1	128,14	REF			0	p009-c00	2	1
CNT-IDX-0001853	1	5	REF			0	p009-c00	3	1
CNT-IDX-0001854	1	59,58	REF			0	p009-c00	5	1
CNT-IDX-0001855	1	115,85	REF			0	p009-c00	9	1
CNT-IDX-0001856	1	77,79	REF			0	p009-c00	10	1
CNT-IDX-0001857	1	107,36	REF			0	p009-c00	11	1
CNT-IDX-0001858	1	55,38	REF			0	p009-c00	12	1
CNT-IDX-0001859	1	60,25	REF			0	p009-c00	13	1
CNT-IDX-0001860	1	128,13	REF			0	p009-c00	14	1
CNT-IDX-0001861	1	120,16	REF			0	p009-c00	15	1
CNT-IDX-0001862	1	120,15	REF			0	p009-c00	16	1
CNT-IDX-0001863	1	56,2	REF			0	p009-c00	17	1
CNT-IDX-0001864	1	36,3	REF			0	p009-c00	18	1
CNT-IDX-0001865	1	58,85	REF			0	p009-c00	19	1
CNT-IDX-0001866	1	66,72	REF			0	p009-c00	20	1
CNT-IDX-0001867	1	57,69	REF			0	p009-c00	21	1
CNT-IDX-0001867	2	6(	OTHER			0	p009-c00	21	2
CNT-IDX-0001868	1	57,69	REF		°	0	p009-c00	22	1
CNT-IDX-0001868	2	66	REF			0	p009-c00	22	2
CNT-IDX-0001869	1	101,2	REF			0	p009-c00	23	1
CNT-IDX-0001870	1	77,61	REF			0	p009-c00	24	1
CNT-IDX-0001871	1	77,62	REF			0	p009-c00	25	1
CNT-IDX-0001872	1	77,61	REF			0	p009-c00	26	1
CNT-IDX-0001873	1	77,60	REF			0	p009-c00	27	1
CNT-IDX-0001874	1	79,5	REF			0	p009-c00	28	1
CNT-IDX-0001875	1	115,8	REF			0	p009-c00	29	1
CNT-IDX-0001876	1	115,8	REF			0	p009-c00	30	1
CNT-IDX-0001877	1	57,66	REF			0	p009-c00	31	1
CNT-IDX-0001878	1	113,81	REF			0	p009-c00	32	1
CNT-IDX-0001879	1	38,81	REF			0	p009-c00	33	1
CNT-IDX-0001880	1	115,87	REF			0	p009-c00	34	1
CNT-IDX-0001881	1	115,67	REF		°	0	p009-c00	35	1
CNT-IDX-0001882	1	50,67	REF			0	p009-c00	36	1
CNT-IDX-0001883	1	88,22	REF			0	p009-c00	37	1
CNT-IDX-0001884	1	88,23	REF			0	p009-c00	38	1
CNT-IDX-0001885	1	77,49	REF			0	p009-c00	39	1
CNT-IDX-0001886	1	50,68	REF			0	p009-c00	40	1
CNT-IDX-0001887	1	50,90	REF			0	p009-c00	41	1
CNT-IDX-0001888	1	115,52	REF			0	p009-c00	42	1
CNT-IDX-0001889	1	115,51	REF			0	p009-c00	43	1
CNT-IDX-0001890	1	115	REF			0	p009-c00	44	1
CNT-IDX-0001891	1	16,78	REF			0	p009-c00	45	1
CNT-IDX-0001892	1	91,52	REF			0	p009-c00	46	1
CNT-IDX-0001893	1	69,81	REF			0	p009-c00	47	1
CNT-IDX-0001894	1	97,28	REF			0	p009-c00	48	1
CNT-IDX-0001895	1	29,5	REF			0	p009-c00	49	1
CNT-IDX-0001896	1	69,80	REF			0	p009-c00	50	1
CNT-IDX-0001896	2	73	REF			0	p009-c00	50	2
CNT-IDX-0001897	1	86,58	REF		°	0	p009-c00	51	1
CNT-IDX-0001898	1	36,5	REF			0	p009-c00	52	1
CNT-IDX-0001899	1	46,37	REF			0	p009-c00	53	1
CNT-IDX-0001900	1	46,33	REF			0	p009-c00	54	1
CNT-IDX-0001901	1	94,43	REF			0	p009-c00	55	1
CNT-IDX-0001902	1	47,90	REF		*	0	p009-c00	56	1
CNT-IDX-0001903	1	29 L °	OTHER		°	0	p009-c00	57	1
CNT-IDX-0001904	1	29,4	REF			0	p009-c00	58	1
CNT-IDX-0001905	1	67,53	REF			0	p009-c00	59	1
CNT-IDX-0001906	1	67,52	REF			0	p009-c00	60	1
CNT-IDX-0001907	1	70,12	REF			0	p009-c00	61	1
CNT-IDX-0001908	1	70,57	REF			0	p009-c00	62	1
CNT-IDX-0001909	1	115,48	REF			0	p009-c00	65	1
CNT-IDX-0001910	1	98,58	REF			0	p009-c00	66	1
CNT-IDX-0001911	1	98,57	REF			0	p009-c00	67	1
CNT-IDX-0001912	1	98,56	REF			0	p009-c00	68	1
CNT-IDX-0001913	1	109,60	REF			0	p009-c00	69	1
CNT-IDX-0001914	1	115,88	REF			0	p009-c00	70	1
CNT-IDX-0001915	1	103,57	REF			0	p009-c00	71	1
CNT-IDX-0001916	1	103,56	REF			0	p009-c00	72	1
CNT-IDX-0001917	1	1095,46	REF			0	p009-c00	73	1
CNT-IDX-0001918	1	59,30	REF			0	p009-c00	74	1
CNT-IDX-0001919	1	95,35	REF			0	p009-c00	76	1
CNT-IDX-0001920	1	"95 38 * 1159,05"" codices 95 36"	OTHER			0	p009-c00	77	1
CNT-IDX-0001921	1	"95 37 1150,52"" coémit 26 90 51 co&mit 26,94"	OTHER			0	p009-c01	2	1
CNT-IDX-0001922	1	89,17	REF			0	p009-c01	7	1
CNT-IDX-0001923	1	75,66	REF			0	p009-c01	9	1
CNT-IDX-0001924	1	29,1	REF			0	p009-c01	10	1
CNT-IDX-0001925	1	35,57	REF			0	p009-c01	11	1
CNT-IDX-0001926	1	48 52 132,130 cognomen 21 75 132,129 cognoscit 41 85	OTHER			0	p009-c01	12	1
CNT-IDX-0001927	1	47,88	REF			0	p009-c01	16	1
CNT-IDX-0001928	1	51,13	REF			0	p009-c01	17	1
CNT-IDX-0001929	1	51 16 4 cohortalis 46 11	OTHER			0	p009-c01	18	1
CNT-IDX-0001930	1	53 53 2 coinquilinus 18 55 * 1 coimquinat 13 54	OTHER			0	p009-c01	23	1
CNT-IDX-0001931	1	13,5	REF			0	p009-c01	30	1
CNT-IDX-0001932	1	128,57	REF			0	p009-c01	31	1
CNT-IDX-0001933	1	87,94	REF			0	p009-c01	32	1
CNT-IDX-0001934	1	57,15	REF			0	p009-c01	34	1
CNT-IDX-0001935	1	35,61	REF			0	p009-c01	35	1
CNT-IDX-0001936	1	35,60	REF		°	0	p009-c01	36	1
CNT-IDX-0001937	1	25,67	REF			0	p009-c01	37	1
CNT-IDX-0001938	1	25,63	REF			0	p009-c01	38	1
CNT-IDX-0001939	1	78,36	REF			0	p009-c01	40	1
CNT-IDX-0001940	1	104 38?	OTHER			0	p009-c01	41	1
CNT-IDX-0001941	1	107 67 80 colocasium 109 44	OTHER			0	p009-c01	42	1
CNT-IDX-0001942	1	98,88	REF			0	p009-c01	44	1
CNT-IDX-0001943	1	38 42 48? colubra 113,27	OTHER			0	p009-c01	46	1
CNT-IDX-0001944	1	100,84	REF			0	p009-c01	52	1
CNT-IDX-0001945	1	78,65	REF			0	p009-c01	54	1
CNT-IDX-0001946	1	45,82	REF			0	p009-c01	58	1
CNT-IDX-0001946	2	78,20	REF			0	p009-c01	58	2
CNT-IDX-0001946	3	10	REF			0	p009-c01	58	3
CNT-IDX-0001947	1	86,58	REF			0	p009-c01	59	1
CNT-IDX-0001948	1	122 17( 176!	OTHER			0	p009-c01	60	1
CNT-IDX-0001949	1	102,100	REF			0	p009-c01	63	1
CNT-IDX-0001950	1	115,50	REF			0	p009-c01	65	1
CNT-IDX-0001951	1	45,85	REF			0	p009-c01	67	1
CNT-IDX-0001952	1	45,83	REF			0	p009-c01	68	1
CNT-IDX-0001953	1	45,82	REF		°	0	p009-c01	69	1
CNT-IDX-0001954	1	45,84	REF			0	p009-c01	70	1
CNT-IDX-0001955	1	85,73	REF			0	p009-c01	71	1
CNT-IDX-0001956	1	51,53	REF			0	p009-c01	72	1
CNT-IDX-0001957	1	67 95?	OTHER			0	p009-c01	73	1
CNT-IDX-0001958	1	76 2: 3 ——	OTHER			0	p009-c01	74	1
CNT-IDX-0001959	1	76,29	REF			0	p009-c02	2	1
CNT-IDX-0001960	1	92,61	REF			0	p009-c02	3	1
CNT-IDX-0001961	1	76,28	REF		*	0	p009-c02	4	1
CNT-IDX-0001962	1	93,53	REF			0	p009-c02	5	1
CNT-IDX-0001963	1	93,55	REF			0	p009-c02	6	1
CNT-IDX-0001964	1	93,54	REF			0	p009-c02	7	1
CNT-IDX-0001965	1	22,31	REF			0	p009-c02	8	1
CNT-IDX-0001966	1	22,30	REF			0	p009-c02	9	1
CNT-IDX-0001966	2	38 1]	OTHER			0	p009-c02	9	2
CNT-IDX-0001967	1	78,14	REF			0	p009-c02	11	1
CNT-IDX-0001968	1	74,31	REF		^	0	p009-c02	12	1
CNT-IDX-0001969	1	81,88	REF		°	0	p009-c02	13	1
CNT-IDX-0001970	1	66,96	REF			0	p009-c02	14	1
CNT-IDX-0001971	1	66,97	REF			0	p009-c02	15	1
CNT-IDX-0001972	1	78,22	REF			0	p009-c02	16	1
CNT-IDX-0001973	1	1,5	REF			0	p009-c02	17	1
CNT-IDX-0001974	1	25,8	REF			0	p009-c02	18	1
CNT-IDX-0001975	1	71,81	REF			0	p009-c02	19	1
CNT-IDX-0001976	1	104,75	REF			0	p009-c02	20	1
CNT-IDX-0001977	1	94,78	REF			0	p009-c02	21	1
CNT-IDX-0001978	1	102,34	REF			0	p009-c02	23	1
CNT-IDX-0001979	1	102,35	REF			0	p009-c02	24	1
CNT-IDX-0001980	1	69,59	REF			0	p009-c02	25	1
CNT-IDX-0001981	1	69,61	REF			0	p009-c02	26	1
CNT-IDX-0001982	1	69,60	REF			0	p009-c02	27	1
CNT-IDX-0001983	1	69,55	REF			0	p009-c02	28	1
CNT-IDX-0001984	1	69,52	REF			0	p009-c02	29	1
CNT-IDX-0001985	1	128,44	REF			0	p009-c02	30	1
CNT-IDX-0001986	1	100,83	REF			0	p009-c02	31	1
CNT-IDX-0001987	1	92,56	REF			0	p009-c02	32	1
CNT-IDX-0001988	1	65,94	REF			0	p009-c02	33	1
CNT-IDX-0001989	1	11,1	REF			0	p009-c02	34	1
CNT-IDX-0001990	1	90,9	REF			0	p009-c02	35	1
CNT-IDX-0001991	1	107,45	REF			0	p009-c02	36	1
CNT-IDX-0001992	1	10,68	REF			0	p009-c02	37	1
CNT-IDX-0001993	1	93,28	REF			0	p009-c02	38	1
CNT-IDX-0001994	1	89,38	REF			0	p009-c02	39	1
CNT-IDX-0001995	1	89,39	REF			0	p009-c02	40	1
CNT-IDX-0001996	1	34,84	REF			0	p009-c02	41	1
CNT-IDX-0001997	1	11,15	REF			0	p009-c02	42	1
CNT-IDX-0001998	1	98,66	REF			0	p009-c02	43	1
CNT-IDX-0001999	1	11,40	REF			0	p009-c02	45	1
CNT-IDX-0002000	1	70,83	REF			0	p009-c02	46	1
CNT-IDX-0002001	1	97,37	REF		°	0	p009-c02	49	1
CNT-IDX-0002002	1	93,27	REF			0	p009-c02	51	1
CNT-IDX-0002003	1	97,37	REF		^	0	p009-c02	52	1
CNT-IDX-0002004	1	10,57	REF			0	p009-c02	53	1
CNT-IDX-0002005	1	11,61	REF			0	p009-c02	54	1
CNT-IDX-0002006	1	50 69 2,99 conclusit. 50 10	OTHER			0	p009-c02	58	1
CNT-IDX-0002007	1	103 47 122 concors 44 55	OTHER			0	p009-c02	61	1
CNT-IDX-0002008	1	103 £8	OTHER			0	p009-c02	63	1
CNT-IDX-0002009	1	80,87	REF			0	p009-c02	64	1
CNT-IDX-0002010	1	30,86	REF			0	p009-c02	65	1
CNT-IDX-0002011	1	89,33	REF			0	p009-c02	67	1
CNT-IDX-0002012	1	93,66	REF			0	p009-c02	69	1
CNT-IDX-0002013	1	13,42	REF			0	p009-c02	70	1
CNT-IDX-0002014	1	81,48	REF			0	p009-c02	71	1
CNT-IDX-0002015	1	81,43	REF			0	p009-c02	72	1
CNT-IDX-0002016	1	27,25	REF			0	p009-c02	73	1
CNT-IDX-0002017	1	79 34?	OTHER			0	p009-c02	74	1
CNT-IDX-0002018	1	44,3	REF			0	p009-c03	1	1
CNT-IDX-0002019	1	44,2	REF			0	p009-c03	2	1
CNT-IDX-0002020	1	27,15	REF			0	p009-c03	3	1
CNT-IDX-0002021	1	27,35	REF			0	p009-c03	4	1
CNT-IDX-0002022	1	71,45	REF			0	p009-c03	5	1
CNT-IDX-0002023	1	71,38	REF			0	p009-c03	7	1
CNT-IDX-0002024	1	38,44	REF		°	0	p009-c03	8	1
CNT-IDX-0002025	1	67 83 -	OTHER			0	p009-c03	12	1
CNT-IDX-0002026	1	67,87	REF			0	p009-c03	13	1
CNT-IDX-0002027	1	40,56	REF			0	p009-c03	14	1
CNT-IDX-0002028	1	64,76	REF			0	p009-c03	15	1
CNT-IDX-0002029	1	41,48	REF			0	p009-c03	17	1
CNT-IDX-0002030	1	43,53	REF			0	p009-c03	18	1
CNT-IDX-0002031	1	43,55	REF			0	p009-c03	19	1
CNT-IDX-0002032	1	6,65	REF			0	p009-c03	20	1
CNT-IDX-0002033	1	53,82	REF			0	p009-c03	21	1
CNT-IDX-0002034	1	12,76	REF			0	p009-c03	22	1
CNT-IDX-0002035	1	44,41	REF		°	0	p009-c03	24	1
CNT-IDX-0002036	1	51 57?	OTHER			0	p009-c03	25	1
CNT-IDX-0002037	1	53,86	REF			0	p009-c03	26	1
CNT-IDX-0002038	1	53,85	REF			0	p009-c03	27	1
CNT-IDX-0002039	1	583,18	REF			0	p009-c03	28	1
CNT-IDX-0002040	1	12,62	REF			0	p009-c03	30	1
CNT-IDX-0002041	1	6,74	REF			0	p009-c03	31	1
CNT-IDX-0002042	1	53 68?	OTHER			0	p009-c03	33	1
CNT-IDX-0002043	1	39,52	REF			0	p009-c03	34	1
CNT-IDX-0002044	1	39,51	REF			0	p009-c03	35	1
CNT-IDX-0002045	1	41,87	REF			0	p009-c03	36	1
CNT-IDX-0002046	1	83,22	REF			0	p009-c03	37	1
CNT-IDX-0002047	1	7,29	REF			0	p009-c03	39	1
CNT-IDX-0002048	1	7,44	REF			0	p009-c03	40	1
CNT-IDX-0002049	1	72,40	REF			0	p009-c03	42	1
CNT-IDX-0002050	1	72,35	REF			0	p009-c03	43	1
CNT-IDX-0002051	1	22,44	REF			0	p009-c03	44	1
CNT-IDX-0002052	1	22,56	REF			0	p009-c03	46	1
CNT-IDX-0002053	1	22,62	REF			0	p009-c03	48	1
CNT-IDX-0002054	1	22,66	REF			0	p009-c03	50	1
CNT-IDX-0002055	1	54,59	REF		*	0	p009-c03	52	1
CNT-IDX-0002056	1	54,50	REF			0	p009-c03	53	1
CNT-IDX-0002057	1	49,29	REF			0	p009-c03	54	1
CNT-IDX-0002058	1	66,27	REF			0	p009-c03	58	1
CNT-IDX-0002059	1	74,86	REF			0	p009-c03	59	1
CNT-IDX-0002060	1	66,30	REF			0	p009-c03	61	1
CNT-IDX-0002061	1	74,83	REF			0	p009-c03	63	1
CNT-IDX-0002062	1	66,21	REF			0	p009-c03	65	1
CNT-IDX-0002063	1	34,59	REF			0	p009-c03	66	1
CNT-IDX-0002064	1	66,24	REF			0	p009-c03	67	1
CNT-IDX-0002065	1	74,89	REF			0	p009-c03	72	1
CNT-IDX-0002066	1	54,45	REF			0	p009-c03	73	1
CNT-IDX-0002067	1	66,53	REF			0	p009-c03	74	1
CNT-IDX-0002068	1	66,36	REF			0	p009-c03	75	1
CNT-IDX-0002069	1	42,65	REF		°	0	p009-c03	77	1
CNT-IDX-0002070	1	76,98	REF			0	p009-c03	78	1
CNT-IDX-0002071	1	73,11	REF			0	p009-c03	81	1
CNT-IDX-0002072	1	73,15	REF			0	p009-c03	82	1
CNT-IDX-0002073	1	68,50	REF			0	p009-c03	83	1
CNT-IDX-0002074	1	68,48	REF			0	p009-c03	84	1
CNT-IDX-0002075	1	68,49	REF			0	p009-c03	86	1
CNT-IDX-0002076	1	73,84	REF			0	p009-c03	87	1
CNT-IDX-0002077	1	73,82	REF			0	p009-c03	89	1
CNT-IDX-0002078	1	73,83	REF			0	p009-c03	90	1
CNT-IDX-0002079	1	56,57	REF			0	p009-c03	93	1
CNT-IDX-0002080	1	56,89	REF			0	p009-c03	95	1
CNT-IDX-0002081	1	10,54	REF			0	p009-c03	96	1
CNT-IDX-0002082	1	56,60	REF			0	p009-c03	98	1
CNT-IDX-0002083	1	81,18	REF			0	p009-c03	100	1
CNT-IDX-0002084	1	81,28	REF			0	p009-c03	102	1
CNT-IDX-0002085	1	81,17	REF			0	p010-c00	1	1
CNT-IDX-0002086	1	32 13 [	OTHER			0	p010-c00	2	1
CNT-IDX-0002087	1	93 94 ° L	OTHER			0	p010-c00	3	1
CNT-IDX-0002088	1	93 98 -N	OTHER			0	p010-c00	4	1
CNT-IDX-0002089	1	37 64 (	OTHER			0	p010-c00	5	1
CNT-IDX-0002090	1	4 90 (	OTHER			0	p010-c00	8	1
CNT-IDX-0002091	1	37 63 (	OTHER			0	p010-c00	9	1
CNT-IDX-0002092	1	37 65 (	OTHER			0	p010-c00	10	1
CNT-IDX-0002093	1	95 34 c	OTHER			0	p010-c00	11	1
CNT-IDX-0002094	1	61 91 ° E	OTHER			0	p010-c00	12	1
CNT-IDX-0002095	1	110 44 E	OTHER			0	p010-c00	13	1
CNT-IDX-0002096	1	62,2 ¢	OTHER			0	p010-c00	14	1
CNT-IDX-0002097	1	61 97 ° (	OTHER			0	p010-c00	15	1
CNT-IDX-0002098	1	61 97 * c	OTHER			0	p010-c00	16	1
CNT-IDX-0002099	1	26 70 c	OTHER			0	p010-c00	18	1
CNT-IDX-0002100	1	90 49 c	OTHER			0	p010-c00	19	1
CNT-IDX-0002101	1	110 40 c	OTHER			0	p010-c00	20	1
CNT-IDX-0002102	1	110 41 E	OTHER			0	p010-c00	21	1
CNT-IDX-0002103	1	110 £9 E	OTHER			0	p010-c00	22	1
CNT-IDX-0002104	1	28 74 ° ¢	OTHER			0	p010-c00	23	1
CNT-IDX-0002105	1	28 73 * c	OTHER			0	p010-c00	24	1
CNT-IDX-0002106	1	27 85 E	OTHER			0	p010-c00	25	1
CNT-IDX-0002107	1	44 49 6	OTHER			0	p010-c00	26	1
CNT-IDX-0002108	1	79 62 6	OTHER			0	p010-c00	27	1
CNT-IDX-0002109	1	26 83 c	OTHER			0	p010-c00	28	1
CNT-IDX-0002110	1	89 79 G	OTHER			0	p010-c00	29	1
CNT-IDX-0002111	1	115,7 c	OTHER			0	p010-c00	30	1
CNT-IDX-0002112	1	40 53 c	OTHER			0	p010-c00	31	1
CNT-IDX-0002113	1	12 102 * E	OTHER			0	p010-c00	32	1
CNT-IDX-0002114	1	12 28 c	OTHER			0	p010-c00	33	1
CNT-IDX-0002115	1	12 45 e	OTHER			0	p010-c00	34	1
CNT-IDX-0002116	1	12 102 G	OTHER			0	p010-c00	35	1
CNT-IDX-0002117	1	56 30 E	OTHER			0	p010-c00	36	1
CNT-IDX-0002118	1	56 31 Je	OTHER			0	p010-c00	37	1
CNT-IDX-0002119	1	66 7 ¢	OTHER			0	p010-c00	38	1
CNT-IDX-0002120	1	65 99 ¢	OTHER			0	p010-c00	39	1
CNT-IDX-0002121	1	66 3 c	OTHER			0	p010-c00	40	1
CNT-IDX-0002122	1	30 22 c	OTHER			0	p010-c00	41	1
CNT-IDX-0002123	1	56 29 G	OTHER			0	p010-c00	42	1
CNT-IDX-0002124	1	47 48 ie	OTHER			0	p010-c00	43	1
CNT-IDX-0002125	1	109 41 (e	OTHER			0	p010-c00	44	1
CNT-IDX-0002126	1	47 £9 e	OTHER			0	p010-c00	45	1
CNT-IDX-0002127	1	3 4 e	OTHER			0	p010-c00	46	1
CNT-IDX-0002128	1	22 100 E	OTHER			0	p010-c00	47	1
CNT-IDX-0002129	1	28 25 le	OTHER			0	p010-c00	48	1
CNT-IDX-0002130	1	34 29 e	OTHER			0	p010-c00	49	1
CNT-IDX-0002131	1	34 39 ° C	OTHER			0	p010-c00	50	1
CNT-IDX-0002132	1	34 38 [e	OTHER			0	p010-c00	51	1
CNT-IDX-0002133	1	22 2 [e	OTHER			0	p010-c00	52	1
CNT-IDX-0002134	1	22 1 €	OTHER			0	p010-c00	53	1
CNT-IDX-0002135	1	50 7 (&	OTHER			0	p010-c00	54	1
CNT-IDX-0002136	1	29 77 le	OTHER			0	p010-c00	55	1
CNT-IDX-0002137	1	50 11 e	OTHER			0	p010-c00	56	1
CNT-IDX-0002138	1	57 5” e	OTHER			0	p010-c00	57	1
CNT-IDX-0002139	1	57 5 ° (E	OTHER			0	p010-c00	58	1
CNT-IDX-0002140	1	26 15 e	OTHER			0	p010-c00	59	1
CNT-IDX-0002141	1	26 19 e	OTHER			0	p010-c00	60	1
CNT-IDX-0002142	1	42 17 e	OTHER			0	p010-c00	61	1
CNT-IDX-0002143	1	72 55 Nc	OTHER			0	p010-c00	62	1
CNT-IDX-0002144	1	72 54 €	OTHER			0	p010-c00	63	1
CNT-IDX-0002145	1	95 55 E	OTHER			0	p010-c00	64	1
CNT-IDX-0002146	1	50 15 e	OTHER			0	p010-c00	65	1
CNT-IDX-0002147	1	82 18 e	OTHER			0	p010-c00	66	1
CNT-IDX-0002148	1	50 20 e	OTHER			0	p010-c00	67	1
CNT-IDX-0002149	1	82 24 e	OTHER			0	p010-c00	68	1
CNT-IDX-0002150	1	72 53 lg	OTHER			0	p010-c00	69	1
CNT-IDX-0002151	1	30 41 NC	OTHER			0	p010-c00	70	1
CNT-IDX-0002152	1	30 47 e	OTHER			0	p010-c00	71	1
CNT-IDX-0002153	1	80 40 e	OTHER			0	p010-c00	72	1
CNT-IDX-0002154	1	30 65 (e	OTHER			0	p010-c00	73	1
CNT-IDX-0002155	1	30 69 @	OTHER			0	p010-c00	74	1
CNT-IDX-0002156	1	30 £5 conj	OTHER			0	p010-c01	3	1
CNT-IDX-0002157	1	34 89 conj	OTHER			0	p010-c01	4	1
CNT-IDX-0002158	1	51 51 * conj 8 I	OTHER			0	p010-c01	5	1
CNT-IDX-0002159	1	51 56 con	OTHER			0	p010-c01	9	1
CNT-IDX-0002160	1	72 76 conj	OTHER			0	p010-c01	11	1
CNT-IDX-0002161	1	72 83 cony	OTHER			0	p010-c01	12	1
CNT-IDX-0002162	1	72 61 cony	OTHER			0	p010-c01	13	1
CNT-IDX-0002163	1	67 12 cong	OTHER			0	p010-c01	14	1
CNT-IDX-0002164	1	89 70 cony	OTHER			0	p010-c01	15	1
CNT-IDX-0002165	1	45 91 con	OTHER			0	p010-c01	16	1
CNT-IDX-0002166	1	25 7 cong	OTHER			0	p010-c01	17	1
CNT-IDX-0002167	1	76 70 conj	OTHER			0	p010-c01	18	1
CNT-IDX-0002168	1	25 19 cony	OTHER			0	p010-c01	19	1
CNT-IDX-0002169	1	30 79 cong	OTHER			0	p010-c01	20	1
CNT-IDX-0002170	1	25 4 conc	OTHER			0	p010-c01	21	1
CNT-IDX-0002171	1	23 29 cong	OTHER			0	p010-c01	22	1
CNT-IDX-0002172	1	25 40 cong	OTHER			0	p010-c01	23	1
CNT-IDX-0002173	1	20 6 cong	OTHER			0	p010-c01	25	1
CNT-IDX-0002174	1	73 20 cong	OTHER			0	p010-c01	26	1
CNT-IDX-0002175	1	53 57 cong	OTHER			0	p010-c01	27	1
CNT-IDX-0002176	1	63 51 conr	OTHER			0	p010-c01	29	1
CNT-IDX-0002177	1	82 89 * conr	OTHER			0	p010-c01	30	1
CNT-IDX-0002178	1	31 66 conr	OTHER			0	p010-c01	31	1
CNT-IDX-0002179	1	101 15 conr	OTHER			0	p010-c01	32	1
CNT-IDX-0002180	1	31 80 conr	OTHER			0	p010-c01	33	1
CNT-IDX-0002181	1	31 74 conr	OTHER			0	p010-c01	34	1
CNT-IDX-0002182	1	75 21 * conr	OTHER			0	p010-c01	35	1
CNT-IDX-0002183	1	74 64 conr	OTHER			0	p010-c01	36	1
CNT-IDX-0002184	1	65 88 * cons	OTHER			0	p010-c01	37	1
CNT-IDX-0002185	1	74 70 cons	OTHER			0	p010-c01	38	1
CNT-IDX-0002186	1	74 76 cons	OTHER			0	p010-c01	39	1
CNT-IDX-0002187	1	113 62 cons	OTHER			0	p010-c01	40	1
CNT-IDX-0002188	1	74 79 cons	OTHER			0	p010-c01	41	1
CNT-IDX-0002189	1	113 61 consi	OTHER			0	p010-c01	42	1
CNT-IDX-0002190	1	71 73 Consi	OTHER			0	p010-c01	43	1
CNT-IDX-0002191	1	21 74 const	OTHER			0	p010-c01	44	1
CNT-IDX-0002192	1	78,5 cons	OTHER			0	p010-c01	45	1
CNT-IDX-0002193	1	25 90 cons	OTHER			0	p010-c01	46	1
CNT-IDX-0002194	1	75 49 consi	OTHER			0	p010-c01	47	1
CNT-IDX-0002195	1	43 94 const	OTHER			0	p010-c01	48	1
CNT-IDX-0002196	1	43 29 Conse	OTHER			0	p010-c01	49	1
CNT-IDX-0002197	1	95 2 cons	OTHER			0	p010-c01	50	1
CNT-IDX-0002198	1	67 70 cons	OTHER			0	p010-c01	51	1
CNT-IDX-0002199	1	32 64 cons	OTHER			0	p010-c01	52	1
CNT-IDX-0002200	1	36 20 conse	OTHER			0	p010-c01	55	1
CNT-IDX-0002201	1	58 22 cons	OTHER			0	p010-c01	56	1
CNT-IDX-0002202	1	41 71? const	OTHER			0	p010-c01	57	1
CNT-IDX-0002203	1	41 62 const	OTHER			0	p010-c01	58	1
CNT-IDX-0002204	1	66 18 cons	OTHER			0	p010-c01	59	1
CNT-IDX-0002205	1	44 99 cons	OTHER			0	p010-c01	60	1
